timestamp, type, path, sampleType, nativeCode, nativeSeverity, qualifier, alarm_text
1306468872.038,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1306468872.038,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1306468872.038,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1308396941.05,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1308396941.05,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1308396941.05,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1308396941.05,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1308396941.05,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1308396941.05,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1308396941.05,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1308396941.05,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1308397109.067,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1308397109.067,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1308397109.067,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308397109.067,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1308397109.067,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308397109.067,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1308397109.067,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1308433782.074,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308631951.008,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308631951.008,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308632344.013,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1308632356.091,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308692428.014,Warning,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,428,,,MEMORY PROTECT (AUTO OPERATION)
1308697267.013,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308705597.071,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1308705597.071,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1308705597.071,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1308705597.071,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308705597.071,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1308705597.071,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1308705597.071,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1308705597.071,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1308705597.071,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1308705597.071,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308705775.021,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1308705775.021,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308705775.021,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1308705948.079,Warning,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,146,,,NOT AUTO MODE
1308705950.011,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308727632.055,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1308727632.055,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1308727632.055,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1308727632.055,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308727632.055,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1308727632.055,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1308727632.055,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1308727632.055,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1308727632.055,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1308727632.055,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308727814.01,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1308727814.01,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308727814.01,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1308727814.048,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308727814.048,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308727855.069,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1308727855.069,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308727855.069,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308727861.012,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308727861.012,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308727862.006,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308727862.006,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308727862.087,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308727862.087,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308727863.028,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308727863.028,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308727863.069,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308727863.069,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308727864.055,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308727864.055,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308727864.096,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308727864.096,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308727877.026,Warning,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,442,,,DATA RENEWAL NOT ALLOWED
1308728011.033,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1308728011.033,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1308728011.033,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1308728011.033,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308728011.033,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1308728011.033,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1308728011.033,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1308728011.033,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1308728011.033,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1308728011.033,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308728192.086,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1308728192.086,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728192.086,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1308728193.029,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728193.029,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728574.077,Warning,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,3,,,MUST HOME X-AXIS FIRST
1308728580.015,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308728580.055,Warning,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,3,,,MUST HOME X-AXIS FIRST
1308728580.095,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308728581.038,Warning,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,3,,,MUST HOME X-AXIS FIRST
1308728581.078,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308728583.041,Warning,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,3,,,MUST HOME X-AXIS FIRST
1308728585.017,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308728590.091,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728590.091,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728591.014,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728591.014,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728591.062,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728591.062,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728592.006,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728592.006,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728713.062,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728713.062,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728714.003,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728714.003,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728729.043,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728729.043,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728729.065,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728729.065,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728743.089,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728743.089,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728745.078,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728745.078,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728746.065,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728746.065,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728747.008,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728747.008,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728748.069,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728748.069,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728748.09,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728748.09,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728752.018,Warning,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,6,,,RAPID MODE IMP.(ORIGIN RET UNF)
1308728765.017,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728765.017,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728765.063,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728765.063,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728765.084,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728765.084,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728766.024,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308728766.024,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308728766.045,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308728766.045,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308728781.002,Warning,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,442,,,DATA RENEWAL NOT ALLOWED
1308728919.003,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1308728919.003,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1308728919.003,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1308728919.003,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1308728919.003,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1308728919.003,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1308728919.003,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1308728919.003,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1308728919.003,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1308728919.003,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1308729100.096,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1308729100.096,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1308729100.096,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1308729101.033,Warning,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,101,,HIGH,SOFT LIMIT
1308729101.033,Warning,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,101,,LOW,SOFT LIMIT
1308729129.04,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
