timestamp, value
1308694067.017,STOPPED
1308694067.073,READY
1308694291.064,ACTIVE
1308694394.027,STOPPED
1308694394.081,READY
1308695654.072,ACTIVE
1308695757.025,STOPPED
1308695757.083,READY
1308695811.053,ACTIVE
1308695914.058,READY
1308696234.099,ACTIVE
1308696337.041,STOPPED
1308696446.063,ACTIVE
1308696549.047,READY
1308696594.095,ACTIVE
1308696697.032,STOPPED
1308696697.087,READY
1308696863.098,ACTIVE
1308696966.09,READY
1308697180.079,ACTIVE
1308697283.022,STOPPED
1308697283.05,READY
1308697322.042,ACTIVE
1308697424.091,STOPPED
1308697425.022,READY
1308697472.004,ACTIVE
1308697574.083,STOPPED
1308697575.008,READY
1308697648.08,ACTIVE
1308697751.029,STOPPED
1308697751.088,READY
1308697809.099,ACTIVE
1308697912.066,STOPPED
1308697912.091,READY
1308698234.036,ACTIVE
1308698336.079,STOPPED
1308698337.011,READY
1308698376.038,ACTIVE
1308698479.008,STOPPED
1308698479.037,READY
1308698536.012,ACTIVE
1308698638.079,STOPPED
1308698639.008,READY
1308698742.069,ACTIVE
1308698845.029,STOPPED
1308698845.062,READY
1308699039.09,ACTIVE
1308699142.07,STOPPED
1308699142.097,READY
1308700055.086,ACTIVE
1308700158.029,STOPPED
1308700158.068,READY
1308700316.056,ACTIVE
1308700419.041,READY
1308700609.035,ACTIVE
1308700711.073,STOPPED
1308700712.005,READY
1308700742.058,ACTIVE
1308700845.024,STOPPED
1308700845.075,READY
1308700925.076,ACTIVE
1308701028.043,STOPPED
1308701028.071,READY
1308701180.09,ACTIVE
1308701283.047,STOPPED
1308701283.079,READY
1308701419.015,STOPPED
1308701419.041,READY
1308701554.019,STOPPED
1308701554.047,READY
1308701588.054,ACTIVE
1308701691.013,STOPPED
1308701691.045,READY
1308702234.005,ACTIVE
1308702336.058,STOPPED
1308702336.085,READY
1308702400.01,ACTIVE
1308702502.06,STOPPED
1308702502.093,READY
1308702553.025,ACTIVE
1308702655.069,STOPPED
1308702656.0,READY
1308702696.021,ACTIVE
1308702798.092,STOPPED
1308702799.025,READY
1308702872.059,ACTIVE
1308702975.017,STOPPED
1308702975.05,READY
1308703021.056,ACTIVE
1308703124.002,STOPPED
1308703124.03,READY
1308703168.056,ACTIVE
1308703271.028,READY
1308703530.065,ACTIVE
1308703633.026,STOPPED
1308703633.056,READY
1308703660.083,ACTIVE
1308703763.06,READY
1308703800.059,ACTIVE
1308703903.015,STOPPED
1308703903.046,READY
1308703932.059,ACTIVE
1308704035.03,STOPPED
1308704035.07,READY
1308704066.063,ACTIVE
1308705775.058,READY
1308705950.011,STOPPED
1308705950.031,READY
1308705952.002,ACTIVE
1308706062.022,STOPPED
1308706062.054,READY
1308713789.096,ACTIVE
1308713892.061,STOPPED
1308713892.095,READY
1308716026.094,ACTIVE
1308716129.065,READY
1308716559.023,ACTIVE
1308716661.082,STOPPED
1308716662.015,READY
1308716885.048,ACTIVE
1308716987.094,STOPPED
1308716988.028,READY
1308717056.048,ACTIVE
1308717159.024,READY
1308717285.013,ACTIVE
1308717388.014,READY
1308717579.085,ACTIVE
1308717682.047,STOPPED
1308717682.077,READY
1308717887.03,ACTIVE
1308717989.082,STOPPED
1308717990.012,READY
1308718277.089,ACTIVE
1308718380.077,READY
1308718469.039,ACTIVE
1308718571.087,STOPPED
1308718572.02,READY
1308719077.096,ACTIVE
1308719180.057,STOPPED
1308719180.094,READY
1308719555.058,ACTIVE
1308719658.046,STOPPED
1308719658.075,READY
1308719947.015,ACTIVE
1308720049.08,STOPPED
1308720050.011,READY
1308720107.08,ACTIVE
1308720210.026,STOPPED
1308720210.057,READY
1308720637.042,ACTIVE
1308720740.028,STOPPED
1308720740.057,READY
1308720798.063,ACTIVE
1308720901.025,STOPPED
1308720901.054,READY
1308721177.081,ACTIVE
1308721280.042,STOPPED
1308721280.071,READY
1308721428.003,ACTIVE
1308721530.058,STOPPED
1308721530.088,READY
1308721613.033,ACTIVE
1308721715.076,STOPPED
1308721716.01,READY
1308721765.014,ACTIVE
1308721867.087,READY
1308722052.051,ACTIVE
1308722155.011,STOPPED
1308722155.038,READY
1308723897.016,ACTIVE
1308723999.073,STOPPED
1308724000.005,READY
1308724056.004,ACTIVE
1308724158.088,READY
1308724246.066,ACTIVE
1308724349.018,STOPPED
1308724349.047,READY
1308724565.075,STOPPED
1308724566.003,READY
1308724603.08,ACTIVE
1308724706.046,STOPPED
1308724706.077,READY
1308724767.006,ACTIVE
1308727814.048,READY
1308727833.011,READY
1308727864.096,READY
1308727873.052,STOPPED
1308728193.029,READY
1308728590.044,STOPPED
1308728592.049,READY
1308728695.06,STOPPED
1308728696.044,READY
1308728706.069,STOPPED
1308728707.056,READY
1308728713.022,STOPPED
1308728714.097,READY
1308728729.043,STOPPED
1308728743.089,STOPPED
1308728748.029,READY
1308728748.069,STOPPED
1308728749.035,READY
1308729101.033,READY
1308729128.052,STOPPED
1308729160.011,STOPPED
1308729161.032,READY
1308729214.067,STOPPED
1308729215.093,READY
1308729216.034,STOPPED
1308729216.097,READY
1308729217.038,STOPPED
1308729217.098,READY
1308729218.038,STOPPED
1308729219.005,READY
1308729220.024,STOPPED
1308729836.009,READY
1308729852.042,STOPPED
1308729869.023,READY
1308729908.014,STOPPED
1308729908.074,READY
1308729921.012,STOPPED
1308729921.072,READY
1308729938.065,STOPPED
1308729939.004,READY
1308729965.045,STOPPED
1308729965.086,READY
1308729996.093,STOPPED
1308729997.033,READY
1308730012.029,STOPPED
1308730012.068,READY
1308730018.063,STOPPED
1308730019.006,READY
1308730044.078,STOPPED
1308730045.06,READY
1308730059.027,STOPPED
1308730059.047,READY
1308730070.059,STOPPED
1308730071.059,READY
1308730210.003,STOPPED
1308730210.062,READY
1308730294.06,STOPPED
1308730295.0,READY
1308730295.084,STOPPED
1308730296.025,READY
1308730299.065,ACTIVE
1308730300.028,INTERRUPTED
1308730301.007,ACTIVE
1308730301.047,INTERRUPTED
1308730301.088,ACTIVE
1308730302.009,INTERRUPTED
1308730311.031,STOPPED
1308730311.091,READY
1308739051.097,ACTIVE
1308739902.084,STOPPED
1308739903.003,READY
1308739904.018,ACTIVE
1308740007.004,READY
1308740111.069,ACTIVE
1308740214.059,READY
1308740831.019,ACTIVE
1308740933.072,STOPPED
1308741205.085,READY
1308741358.052,ACTIVE
1308741461.019,STOPPED
1308741461.05,READY
1308741632.055,ACTIVE
1308741735.04,STOPPED
1308741735.07,READY
1308741933.041,ACTIVE
1308742035.097,STOPPED
1308742036.029,READY
1308742590.009,ACTIVE
1308742692.093,STOPPED
1308742693.019,READY
1308742924.049,ACTIVE
1308743027.031,STOPPED
1308743249.017,ACTIVE
1308743351.081,STOPPED
1308743352.01,READY
1308743541.086,ACTIVE
1308743644.029,STOPPED
1308743644.062,READY
1308744004.067,STOPPED
1308744004.094,READY
1308744309.054,ACTIVE
1308744412.031,STOPPED
1308744412.061,READY
1308744666.066,ACTIVE
1308744925.043,ACTIVE
1308745254.081,ACTIVE
1308745555.033,ACTIVE
1308745658.009,STOPPED
1308745658.037,READY
1308745839.089,STOPPED
1308745840.018,READY
1308746059.075,ACTIVE
1308746162.048,STOPPED
1308746162.079,READY
1308746373.056,ACTIVE
1308746476.009,STOPPED
1308746476.041,READY
1308746998.077,ACTIVE
1308747101.04,STOPPED
1308747101.075,READY
1308747173.072,ACTIVE
1308747276.029,STOPPED
1308747276.055,READY
1308747423.088,ACTIVE
1308747605.049,ACTIVE
1308747708.007,STOPPED
1308747708.034,READY
1308747758.015,ACTIVE
1308748369.078,ACTIVE
1308748472.049,STOPPED
1308748472.078,READY
1308748762.029,ACTIVE
1308748864.087,STOPPED
1308748865.018,READY
1308748959.044,ACTIVE
1308749061.092,STOPPED
1308749062.022,READY
1308749152.048,ACTIVE
1308749254.083,STOPPED
1308749255.012,READY
1308749432.031,STOPPED
1308749432.064,READY
1308749763.099,ACTIVE
1308749866.053,STOPPED
1308749866.082,READY
1308750249.066,ACTIVE
1308750352.016,STOPPED
1308750352.043,READY
1308750504.001,ACTIVE
1308750606.079,STOPPED
1308750607.004,READY
1308750949.083,ACTIVE
1308751052.037,STOPPED
1308751376.038,ACTIVE
1308751478.081,STOPPED
1308751479.012,READY
1308751743.004,ACTIVE
1308751845.095,READY
1308751918.038,ACTIVE
1308752613.019,ACTIVE
1308752716.005,READY
1308752919.002,STOPPED
1308752919.031,READY
1308753478.024,ACTIVE
1308753581.004,STOPPED
1308753581.032,READY
1308753718.035,ACTIVE
1308753820.083,STOPPED
1308753821.013,READY
1308753909.07,ACTIVE
1308754012.044,STOPPED
1308754012.072,READY
1308754073.089,ACTIVE
1308754380.098,ACTIVE
1308754483.092,READY
1308755176.035,ACTIVE
1308756119.066,ACTIVE
1308756222.011,STOPPED
1308756222.046,READY
1308756354.016,ACTIVE
1308756456.074,STOPPED
1308756457.001,READY
1308756659.04,READY
1308756821.095,ACTIVE
1308757645.06,ACTIVE
1308757748.023,STOPPED
1308757748.055,READY
1308757903.019,ACTIVE
1308758232.053,ACTIVE
1308758335.036,READY
1308758476.029,ACTIVE
1308758578.09,STOPPED
1308758579.021,READY
1308758657.077,ACTIVE
1308758760.067,READY
1308759133.039,ACTIVE
1308759236.02,READY
1308759335.025,ACTIVE
1308759437.096,STOPPED
1308759438.025,READY
1308759744.034,ACTIVE
1308759846.094,STOPPED
1308759847.026,READY
1308759897.026,ACTIVE
1308760000.007,STOPPED
1308760000.036,READY
1308760119.077,ACTIVE
1308760222.065,READY
1308760564.097,ACTIVE
1308760667.061,STOPPED
1308760667.093,READY
1308760735.06,ACTIVE
1308760925.086,ACTIVE
1308761028.052,STOPPED
1308761028.084,READY
1308761115.008,ACTIVE
1308761217.07,STOPPED
1308761217.099,READY
1308761431.046,ACTIVE
1308761533.092,STOPPED
1308761534.022,READY
1308762046.052,STOPPED
1308762046.084,READY
1308762164.047,ACTIVE
1308762266.098,STOPPED
1308762267.027,READY
1308762560.035,STOPPED
1308762560.065,READY
1308762706.074,ACTIVE
1308762809.025,STOPPED
1308762809.054,READY
1308762859.039,ACTIVE
1308762962.011,READY
1308763057.009,ACTIVE
1308763159.06,STOPPED
1308763159.089,READY
1308763223.08,ACTIVE
1308763326.066,READY
1308763465.04,ACTIVE
1308763568.002,STOPPED
1308763568.029,READY
1308763634.004,ACTIVE
1308763736.075,STOPPED
1308763737.006,READY
1308763897.04,READY
1308763942.009,ACTIVE
1308764044.082,READY
1308766850.056,ACTIVE
1308766953.015,STOPPED
1308766953.043,READY
1308767081.078,ACTIVE
1308767184.048,READY
1308767282.091,ACTIVE
1308767385.077,STOPPED
1308767386.006,READY
1308767812.022,ACTIVE
1308767914.075,STOPPED
1308767915.008,READY
1308768155.012,ACTIVE
1308768257.09,STOPPED
1308768258.02,READY
1308768318.001,ACTIVE
1308768420.064,STOPPED
1308768420.097,READY
1308768534.001,ACTIVE
1308768636.056,STOPPED
1308768636.087,READY
1308768737.079,ACTIVE
1308768840.044,STOPPED
1308768840.074,READY
1308769018.027,ACTIVE
1308769120.085,STOPPED
1308769121.016,READY
1308769242.094,ACTIVE
1308769345.068,STOPPED
1308769345.091,READY
1308769396.032,ACTIVE
1308769499.018,STOPPED
1308769499.049,READY
1308769563.071,ACTIVE
1308769666.057,STOPPED
1308769666.082,READY
1308769879.094,ACTIVE
1308769982.044,STOPPED
1308769982.078,READY
1308770383.001,ACTIVE
1308770485.067,STOPPED
1308770486.001,READY
1308770657.032,ACTIVE
1308770760.01,READY
1308770828.077,ACTIVE
1308770931.039,STOPPED
1308770931.07,READY
1308771043.09,ACTIVE
1308771146.073,READY
1308771909.027,ACTIVE
1308772012.017,READY
1308772089.068,ACTIVE
1308772192.029,STOPPED
1308772192.061,READY
1308772340.01,ACTIVE
1308772442.099,STOPPED
1308772443.027,READY
1308773040.058,ACTIVE
1308773215.004,ACTIVE
1308773317.067,STOPPED
1308773317.099,READY
1308773379.097,ACTIVE
1308773482.073,STOPPED
1308773483.001,READY
1308773529.058,ACTIVE
1308773749.005,ACTIVE
1308773851.071,STOPPED
1308773851.097,READY
1308773930.04,ACTIVE
1308774033.021,READY
1308774487.04,ACTIVE
1308774590.009,STOPPED
1308774590.043,READY
1308774705.018,ACTIVE
1308774807.057,STOPPED
1308774807.089,READY
1308776839.044,ACTIVE
1308776942.009,STOPPED
1308777032.013,ACTIVE
1308777134.073,STOPPED
1308777135.005,READY
1308777253.098,ACTIVE
1308777425.061,ACTIVE
1308777528.034,STOPPED
1308777528.059,READY
1308777637.009,ACTIVE
1308777739.074,STOPPED
1308777740.002,READY
1308777804.088,ACTIVE
1308778069.047,ACTIVE
1308778172.006,STOPPED
1308778172.038,READY
1308778365.089,ACTIVE
1308778468.062,STOPPED
1308778468.095,READY
1308778523.026,ACTIVE
1308778626.005,READY
1308778835.099,STOPPED
1308778836.027,READY
1308778906.039,ACTIVE
1308779009.012,STOPPED
1308779009.043,READY
1308779191.004,ACTIVE
1308779293.083,STOPPED
1308779294.011,READY
1308779558.015,STOPPED
1308779558.047,READY
1308779984.089,STOPPED
1308779985.019,READY
1308780034.095,ACTIVE
1308780137.046,STOPPED
1308780137.075,READY
1308780190.014,ACTIVE
1308780292.061,STOPPED
1308780292.092,READY
1308780378.024,ACTIVE
1308780480.096,STOPPED
1308780481.029,READY
1308780639.04,ACTIVE
1308780741.087,STOPPED
1308780742.014,READY
1308780964.071,STOPPED
1308780964.099,READY
1308780977.09,STOPPED
1308780978.028,READY
1308781173.09,ACTIVE
1308781276.036,STOPPED
1308781276.096,READY
1308783843.006,STOPPED
1308783844.001,READY
1308783853.099,STOPPED
1308783855.014,READY
1308783856.031,STOPPED
1308783858.023,READY
1308787505.066,STOPPED
1308787506.027,READY
1308787526.092,STOPPED
1308787527.05,READY
1308787592.045,STOPPED
1308787592.066,READY
1308787593.043,STOPPED
1308787593.083,READY
1308788857.058,STOPPED
1308788858.017,READY
1308788998.063,STOPPED
1308788999.002,READY
1308789011.032,ACTIVE
1308789017.01,INTERRUPTED
1308789022.017,ACTIVE
1308789065.04,INTERRUPTED
1308789068.091,ACTIVE
1308789078.087,STOPPED
1308789079.017,READY
1308789744.001,ACTIVE
1308789744.099,INTERRUPTED
1308789746.076,STOPPED
1308789747.057,READY
1308789760.0,ACTIVE
1308789760.06,INTERRUPTED
1308789762.032,STOPPED
1308789762.071,READY
1308789783.07,ACTIVE
1308789786.001,INTERRUPTED
1308789792.057,ACTIVE
1308789831.038,STOPPED
1308789831.061,READY
1308790063.042,ACTIVE
1308790104.03,STOPPED
1308790104.053,READY
1308790254.046,STOPPED
1308790254.065,READY
1308790339.043,STOPPED
1308790339.083,READY
1308790353.049,ACTIVE
1308790356.014,INTERRUPTED
1308790356.073,ACTIVE
1308790395.024,STOPPED
1308790395.07,READY
1308790593.061,ACTIVE
1308790594.041,INTERRUPTED
1308790597.068,STOPPED
1308790598.008,READY
1308790622.095,ACTIVE
1308790623.053,INTERRUPTED
1308790626.016,STOPPED
1308790626.056,READY
1308790656.013,ACTIVE
1308790656.073,INTERRUPTED
1308790664.047,STOPPED
1308790664.086,READY
1308790681.099,ACTIVE
1308790683.018,INTERRUPTED
1308790684.018,STOPPED
1308790684.058,READY
1308790706.056,ACTIVE
1308790707.056,INTERRUPTED
1308790710.017,STOPPED
1308790710.058,READY
1308790727.049,ACTIVE
1308790728.047,INTERRUPTED
1308790729.048,STOPPED
1308790729.088,READY
1308790775.083,ACTIVE
1308790776.064,INTERRUPTED
1308790853.004,STOPPED
1308790853.043,READY
1308790919.074,ACTIVE
1308790920.054,INTERRUPTED
1308790921.054,STOPPED
1308790921.096,READY
1308790933.047,ACTIVE
1308790976.061,STOPPED
1308790976.081,READY
1308791034.002,ACTIVE
1308791076.053,STOPPED
1308791076.074,READY
1308791212.004,ACTIVE
1308791252.085,STOPPED
1308791253.009,READY
1308791426.094,ACTIVE
1308791427.07,INTERRUPTED
1308791428.068,STOPPED
1308791429.009,READY
1308791445.034,ACTIVE
1308791446.033,INTERRUPTED
1308791448.055,ACTIVE
1308791488.029,STOPPED
1308791488.056,READY
1308791558.023,ACTIVE
1308791558.084,INTERRUPTED
1308791560.085,STOPPED
1308791561.029,READY
1308791572.003,ACTIVE
1308791572.062,INTERRUPTED
1308791575.026,ACTIVE
1308791616.029,STOPPED
1308791616.057,READY
1308791702.048,ACTIVE
1308791703.009,INTERRUPTED
1308791707.068,ACTIVE
1308791747.089,STOPPED
1308791748.038,READY
1308791985.093,ACTIVE
1308792029.032,STOPPED
1308792029.057,READY
1308792110.094,ACTIVE
1308792153.018,STOPPED
1308792153.039,READY
1308792203.06,ACTIVE
1308792245.031,STOPPED
1308792245.056,READY
1308792288.086,ACTIVE
1308792330.044,STOPPED
1308792330.093,READY
1308792799.02,ACTIVE
1308792840.05,STOPPED
1308792840.071,READY
1308792960.008,ACTIVE
1308793001.085,STOPPED
1308793002.015,READY
1308793092.028,ACTIVE
1308793134.076,STOPPED
1308793135.008,READY
1308793192.092,ACTIVE
1308793234.061,STOPPED
1308793234.087,READY
1308793293.071,ACTIVE
1308793294.074,INTERRUPTED
1308793295.057,ACTIVE
1308793336.023,STOPPED
1308793336.073,READY
1308793389.096,ACTIVE
1308793390.096,INTERRUPTED
1308793392.017,STOPPED
1308793392.06,READY
1308793406.071,ACTIVE
1308793408.013,INTERRUPTED
1308793419.078,ACTIVE
1308793458.062,STOPPED
1308793458.088,READY
1308793585.043,ACTIVE
1308793618.084,INTERRUPTED
1308793621.02,STOPPED
1308793621.06,READY
1308793685.0,ACTIVE
1308793685.098,INTERRUPTED
1308793729.074,STOPPED
1308793730.0,READY
1308793801.074,ACTIVE
1308793803.057,INTERRUPTED
1308793804.059,STOPPED
1308793804.099,READY
1308793818.0,ACTIVE
1308793818.079,INTERRUPTED
1308793821.019,ACTIVE
1308793861.069,STOPPED
1308793861.093,READY
1308793914.018,ACTIVE
1308793955.017,STOPPED
1308793955.046,READY
1308793994.032,ACTIVE
1308794036.014,STOPPED
1308794036.038,READY
1308794084.091,ACTIVE
1308794126.023,STOPPED
1308794126.043,READY
1308794350.03,STOPPED
1308794350.07,READY
1308794396.067,ACTIVE
1308794397.089,INTERRUPTED
1308794400.051,STOPPED
1308794401.011,READY
1308794413.027,ACTIVE
1308794454.047,READY
1308794624.079,ACTIVE
1308794625.08,INTERRUPTED
1308794626.08,STOPPED
1308794627.001,READY
1308794636.086,ACTIVE
1308794638.045,INTERRUPTED
1308794639.045,STOPPED
1308794639.086,READY
1308794650.054,ACTIVE
1308794651.055,INTERRUPTED
1308794652.015,STOPPED
1308794652.056,READY
1308794662.078,ACTIVE
1308794704.02,STOPPED
1308794704.042,READY
1308794799.026,ACTIVE
1308794841.011,STOPPED
1308794841.036,READY
1308794911.028,STOPPED
1308794911.067,READY
1308795013.036,ACTIVE
1308795014.035,INTERRUPTED
1308795015.016,STOPPED
1308795015.076,READY
1308795034.078,ACTIVE
1308795076.066,STOPPED
1308795076.094,READY
1308795247.04,ACTIVE
1308795248.039,INTERRUPTED
1308795250.001,STOPPED
1308795250.041,READY
1308795262.013,ACTIVE
1308795263.024,INTERRUPTED
1308795263.067,STOPPED
1308795264.007,READY
1308795274.077,ACTIVE
1308795316.048,STOPPED
1308795316.07,READY
1308795434.084,ACTIVE
1308795475.088,STOPPED
1308795476.018,READY
1308795523.016,STOPPED
1308795523.055,READY
1308795652.049,ACTIVE
1308795653.01,INTERRUPTED
1308795658.087,STOPPED
1308795659.047,READY
1308795671.077,ACTIVE
1308795673.065,INTERRUPTED
1308795674.069,ACTIVE
1308795715.083,STOPPED
1308795716.004,READY
1308796012.061,ACTIVE
1308796087.001,STOPPED
1308796087.04,READY
1308796238.032,ACTIVE
1308796279.076,STOPPED
1308796280.003,READY
1308796451.097,ACTIVE
1308796494.049,STOPPED
1308796494.072,READY
1308796710.094,ACTIVE
1308796753.007,STOPPED
1308796753.039,READY
1308797033.05,ACTIVE
1308797033.09,INTERRUPTED
1308797035.088,ACTIVE
1308797074.076,STOPPED
1308797075.003,READY
1308797121.023,STOPPED
1308797121.063,READY
1308797222.056,ACTIVE
1308797284.031,STOPPED
1308797284.059,READY
1308797447.038,ACTIVE
1308797447.097,INTERRUPTED
1308797450.001,STOPPED
1308797450.022,READY
1308797472.098,ACTIVE
1308797473.037,INTERRUPTED
1308797477.036,ACTIVE
1308797553.059,STOPPED
1308797553.085,READY
1308797686.066,ACTIVE
1308797764.044,STOPPED
1308797764.072,READY
1308797890.061,ACTIVE
1308797933.035,STOPPED
1308797933.083,READY
1308797934.082,STOPPED
1308797935.022,READY
1308798459.053,ACTIVE
1308798460.013,INTERRUPTED
1308798460.094,STOPPED
1308798461.078,READY
1308798472.059,ACTIVE
1308798473.021,INTERRUPTED
1308798474.02,STOPPED
1308798474.061,READY
1308798487.051,ACTIVE
1308798530.004,STOPPED
1308798530.032,READY
1308799288.046,ACTIVE
1308799331.06,STOPPED
1308799331.082,READY
1308799457.013,ACTIVE
1308799499.052,STOPPED
1308799499.082,READY
1308800385.017,ACTIVE
1308800386.064,INTERRUPTED
1308800387.064,STOPPED
1308800388.007,READY
1308800399.076,ACTIVE
1308800401.0,INTERRUPTED
1308800401.04,STOPPED
1308800402.002,READY
1308800412.065,ACTIVE
1308800413.09,INTERRUPTED
1308800414.029,STOPPED
1308800414.091,READY
1308800426.005,ACTIVE
1308800469.077,STOPPED
1308800470.028,READY
1308800728.088,ACTIVE
1308800773.057,STOPPED
1308800773.087,READY
1308801080.004,ACTIVE
1308801113.001,INTERRUPTED
1308801116.008,STOPPED
1308801116.046,READY
1308801166.026,ACTIVE
1308801216.053,STOPPED
1308801216.075,READY
1308801435.007,ACTIVE
1308801436.066,INTERRUPTED
1308801437.049,STOPPED
1308801437.09,READY
1308801450.016,ACTIVE
1308801495.047,STOPPED
1308801495.078,READY
1308801576.081,ACTIVE
1308801577.078,INTERRUPTED
1308801578.037,STOPPED
1308801578.078,READY
1308801595.02,ACTIVE
1308801595.079,INTERRUPTED
1308801601.015,ACTIVE
1308801642.029,STOPPED
1308801642.061,READY
1308802719.058,ACTIVE
1308802722.068,INTERRUPTED
1308802723.069,STOPPED
1308802724.01,READY
1308802734.067,ACTIVE
1308802776.0,STOPPED
1308802776.026,READY
1308802878.058,ACTIVE
1308802927.028,STOPPED
1308802927.057,READY
1308802982.092,ACTIVE
1308802983.072,INTERRUPTED
1308802984.055,STOPPED
1308802984.095,READY
1308802995.054,ACTIVE
1308802996.014,INTERRUPTED
1308802996.094,STOPPED
1308802997.036,READY
1308803007.044,ACTIVE
1308803008.007,INTERRUPTED
1308803008.097,STOPPED
1308803009.037,READY
1308803022.077,ACTIVE
1308803023.078,INTERRUPTED
1308803024.078,STOPPED
1308803025.02,READY
1308803073.043,ACTIVE
1308803073.063,INTERRUPTED
1308803074.082,STOPPED
1308803075.022,READY
1308803087.019,ACTIVE
1308803087.078,INTERRUPTED
1308803093.061,ACTIVE
1308803132.089,STOPPED
1308803133.01,READY
1308803200.066,ACTIVE
1308803242.011,STOPPED
1308803242.038,READY
1308803416.094,ACTIVE
